record_id,language,chapter_id,chapter_title,dialogue,length_chars,length_words,dialogue_id,character,speaker,speaker_confidence,attribution_method,emotion,emotion_score,polarity,subjectivity,affect_method,embedding_index,parallel_group,alignment_score,aligned_to_record_id,alignment_method,semantic_cluster,cluster_probability,cluster_method
en_ch15_dlg0040,en,15,CHAPTER XV,Why this ! This is the nicest!,30,7,D000268,rose,rose,0.55,previous_speaker_window,curiosity,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,268,align_268_1195,0.8087,fr_ch15_dlg0033,cosine_multilingual_embeddings_v1,3,0.2357,kmeans_multilingual_embeddings_v1
en_ch15_dlg0041,en,15,CHAPTER XV,What does 'ephemeral' mean?,27,4,D000269,rose,rose,0.55,previous_speaker_window,curiosity,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2,269,align_269_1197,0.7705,fr_ch15_dlg0035,cosine_multilingual_embeddings_v1,6,0.1556,kmeans_multilingual_embeddings_v1
en_ch15_dlg0042,en,15,CHAPTER XV,"It means ""who is threatened with the near disappearance""",56,9,D000270,rose,rose,0.55,previous_speaker_window,love,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,270,align_270_1202,0.8754,fr_ch15_dlg0040,cosine_multilingual_embeddings_v1,6,0.179,kmeans_multilingual_embeddings_v1
en_ch15_dlg0043,en,15,CHAPTER XV,My flower is threatened with disappearance soon?,48,7,D000271,rose,rose,0.65,keyword_rules,curiosity,0.5,0.0,0.55,multilingual_lexicon_character_context_v2,271,align_271_732,0.9513,es_ch15_dlg0040,cosine_multilingual_embeddings_v1,7,0.3017,kmeans_multilingual_embeddings_v1
en_ch17_dlg0002,en,17,CHAPTER XVII,"On the Earth, in Africa,",24,5,D000272,little_prince,little_prince,0.6,chapter_dominance,sadness,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,272,align_272_1209,0.7014,fr_ch17_dlg0003,cosine_multilingual_embeddings_v1,5,0.2691,kmeans_multilingual_embeddings_v1
en_ch17_dlg0003,en,17,CHAPTER XVII,Ah! ... So there is nobody on Earth?,36,8,D000273,little_prince,little_prince,0.6,chapter_dominance,curiosity,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2,273,align_273_1210,0.9366,fr_ch17_dlg0004,cosine_multilingual_embeddings_v1,5,0.339,kmeans_multilingual_embeddings_v1
en_ch17_dlg0004,en,17,CHAPTER XVII,"There is no one in the deserts. The Earth is great,",51,11,D000274,little_prince,little_prince,0.6,chapter_dominance,sadness,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,274,align_274_1211,0.7805,fr_ch17_dlg0005,cosine_multilingual_embeddings_v1,5,0.2033,kmeans_multilingual_embeddings_v1
en_ch17_dlg0006,en,17,CHAPTER XVII,if the stars are illuminated so that everyone can one day find his own. Look at my planet. She's just above us ... But how far she is!,134,28,D000275,businessman,businessman,0.65,keyword_rules,curiosity,0.5,0.0,0.55,multilingual_lexicon_character_context_v2,275,align_275_1212,0.7993,fr_ch17_dlg0006,cosine_multilingual_embeddings_v1,9,0.2964,kmeans_multilingual_embeddings_v1
en_ch17_dlg0007,en,17,CHAPTER XVII,said the serpent. What are you doing here ?,43,9,D000276,snake,snake,0.65,keyword_rules,fear,0.4,0.0,0.41,multilingual_lexicon_character_context_v2,276,align_276_1213,0.7814,fr_ch17_dlg0007,cosine_multilingual_embeddings_v1,0,0.2465,kmeans_multilingual_embeddings_v1
en_ch17_dlg0008,en,17,CHAPTER XVII,said the little prince.,23,4,D000277,little_prince,little_prince,0.65,keyword_rules,sadness,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,277,align_277_1206,0.7807,fr_ch17_dlg0000,cosine_multilingual_embeddings_v1,2,0.5587,kmeans_multilingual_embeddings_v1
en_ch17_dlg0009,en,17,CHAPTER XVII,Where are the men ? Resumed the little prince. We're a little alone in the desert ...,85,17,D000278,little_prince,little_prince,0.65,keyword_rules,curiosity,0.6667,-1.0,0.5167,multilingual_lexicon_character_context_v2,278,align_278_1216,0.9641,fr_ch17_dlg0010,cosine_multilingual_embeddings_v1,2,0.3307,kmeans_multilingual_embeddings_v1
en_ch17_dlg0010,en,17,CHAPTER XVII,said the serpent. The little prince looked at him for a long time:,66,13,D000279,little_prince,little_prince,0.65,keyword_rules,fear,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2,279,align_279_1215,0.576,fr_ch17_dlg0009,cosine_multilingual_embeddings_v1,2,0.3191,kmeans_multilingual_embeddings_v1
en_ch17_dlg0011,en,17,CHAPTER XVII,"he said at last, thin as a finger.",34,8,D000280,little_prince,little_prince,0.7,sandwich_propagation,sadness,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,280,align_280_1218,0.574,fr_ch17_dlg0012,cosine_multilingual_embeddings_v1,10,0.2764,kmeans_multilingual_embeddings_v1
en_ch17_dlg0012,en,17,CHAPTER XVII,said the serpent. The little prince smiled:,43,7,D000281,little_prince,little_prince,0.65,keyword_rules,fear,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2,281,align_281_1206,0.6822,fr_ch17_dlg0000,cosine_multilingual_embeddings_v1,2,0.3358,kmeans_multilingual_embeddings_v1
en_ch17_dlg0013,en,17,CHAPTER XVII,"I can carry you farther than a ship,",36,8,D000282,little_prince,little_prince,0.55,previous_speaker_window,sadness,0.5,0.0,0.55,multilingual_lexicon_character_context_v2,282,align_282_1221,0.7432,fr_ch17_dlg0015,cosine_multilingual_embeddings_v1,3,0.1668,kmeans_multilingual_embeddings_v1
en_ch17_dlg0014,en,17,CHAPTER XVII,"The one I touch, I return to the earth from which he came out,",62,14,D000283,little_prince,little_prince,0.55,previous_speaker_window,sadness,0.5,0.0,0.55,multilingual_lexicon_character_context_v2,283,align_283_748,0.7607,es_ch17_dlg0012,cosine_multilingual_embeddings_v1,5,0.2328,kmeans_multilingual_embeddings_v1
en_ch17_dlg0015,en,17,CHAPTER XVII,The little prince answered nothing.,35,5,D000284,little_prince,little_prince,0.65,keyword_rules,sadness,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,284,align_284_1224,0.4828,fr_ch17_dlg0018,cosine_multilingual_embeddings_v1,2,0.2155,kmeans_multilingual_embeddings_v1
en_ch17_dlg0016,en,17,CHAPTER XVII,"said the little prince,",23,4,D000285,little_prince,little_prince,0.65,keyword_rules,sadness,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,285,align_285_1206,0.7728,fr_ch17_dlg0000,cosine_multilingual_embeddings_v1,2,0.5671,kmeans_multilingual_embeddings_v1
en_ch17_dlg0017,en,17,CHAPTER XVII,"I will resolve them all,",24,5,D000286,little_prince,little_prince,0.7,sandwich_propagation,sadness,0.5,0.0,0.55,multilingual_lexicon_character_context_v2,286,align_286_751,0.486,es_ch17_dlg0015,cosine_multilingual_embeddings_v1,3,0.0826,kmeans_multilingual_embeddings_v1
en_ch17_dlg0018,en,17,CHAPTER XVII,On what planet have I fallen? Asked the little prince.,54,10,D000287,little_prince,little_prince,0.65,keyword_rules,curiosity,0.75,0.0,0.65,multilingual_lexicon_character_context_v2,287,align_287_1208,0.9362,fr_ch17_dlg0002,cosine_multilingual_embeddings_v1,2,0.3564,kmeans_multilingual_embeddings_v1
en_ch17_dlg0019,en,17,CHAPTER XVII,"Oh ! I understood very well, ""said the little prince, "" but why do you always speak in riddles?",95,19,D000288,little_prince,little_prince,0.65,keyword_rules,curiosity,0.75,0.0,0.65,multilingual_lexicon_character_context_v2,288,align_288_1224,0.9089,fr_ch17_dlg0018,cosine_multilingual_embeddings_v1,2,0.3461,kmeans_multilingual_embeddings_v1
en_ch18_dlg0002,en,18,CHAPTER XVIII,"Men ? There are, I believe, six or seven of them. I saw them years ago. But you never know where to find them. The wind sends them rambling. They lack roots, they are very embarrassed.",184,36,D000289,unknown,unknown,0.0,no_match,curiosity,1.0,0.0,0.75,multilingual_lexicon_character_context_v2,289,align_289_754,0.7866,es_ch18_dlg0002,cosine_multilingual_embeddings_v1,0,0.1317,kmeans_multilingual_embeddings_v1
en_ch18_dlg0003,en,18,CHAPTER XVIII,said the little prince.,23,4,D000290,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,290,align_290_1226,0.8525,fr_ch18_dlg0000,cosine_multilingual_embeddings_v1,2,0.5587,kmeans_multilingual_embeddings_v1
en_ch18_dlg0004,en,18,CHAPTER XVIII,Where are the men ? The little prince asked politely.,53,10,D000291,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,291,align_291_1228,0.9745,fr_ch18_dlg0002,cosine_multilingual_embeddings_v1,2,0.3879,kmeans_multilingual_embeddings_v1
en_ch19_dlg0000,en,19,CHAPTER XIX,"From a mountain high like this,",31,6,D000292,rose,rose,0.6,chapter_dominance,love,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,292,align_292_1232,0.7211,fr_ch19_dlg0000,cosine_multilingual_embeddings_v1,4,0.2211,kmeans_multilingual_embeddings_v1
en_ch19_dlg0001,en,19,CHAPTER XIX,I shall suddenly see the whole planet and all the men.,54,11,D000293,rose,rose,0.6,chapter_dominance,love,0.5,0.0,0.55,multilingual_lexicon_character_context_v2,293,align_293_757,0.7985,es_ch19_dlg0000,cosine_multilingual_embeddings_v1,5,0.2594,kmeans_multilingual_embeddings_v1
en_ch19_dlg0003,en,19,CHAPTER XIX,Who are you? Who are you? Who are you?,38,9,D000294,rose,rose,0.6,chapter_dominance,curiosity,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,294,align_294_762,0.8145,es_ch19_dlg0005,cosine_multilingual_embeddings_v1,6,0.1834,kmeans_multilingual_embeddings_v1
en_ch19_dlg0004,en,19,CHAPTER XIX,"Be my friends, I am alone,",26,6,D000295,rose,rose,0.6,chapter_dominance,love,0.5,-1.0,0.65,multilingual_lexicon_character_context_v2,295,align_295_1238,0.8682,fr_ch19_dlg0006,cosine_multilingual_embeddings_v1,3,0.1797,kmeans_multilingual_embeddings_v1
en_ch19_dlg0005,en,19,CHAPTER XIX,I am alone ... I am alone ... I am alone ...,44,12,D000296,rose,rose,0.6,chapter_dominance,sadness,0.6667,-1.0,0.6167,multilingual_lexicon_character_context_v2,296,align_296_1239,0.8812,fr_ch19_dlg0007,cosine_multilingual_embeddings_v1,3,0.1972,kmeans_multilingual_embeddings_v1
en_ch19_dlg0006,en,19,CHAPTER XIX,"What a strange planet! He thought then. It is quite dry, and all pointed and salty. And men lack imagination. They repeat what they are told ... At home I had a flower: it always spoke first ...",194,38,D000297,rose,rose,0.65,keyword_rules,curiosity,0.5,0.0,0.55,multilingual_lexicon_character_context_v2,297,align_297_758,0.8871,es_ch19_dlg0001,cosine_multilingual_embeddings_v1,5,0.3127,kmeans_multilingual_embeddings_v1
en_ch19_dlg0007,en,19,CHAPTER XIX,Hello ... Hello ... Hello ... replied the echo.,47,9,D000298,rose,rose,0.55,previous_speaker_window,love,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,298,align_298_1235,0.9082,fr_ch19_dlg0003,cosine_multilingual_embeddings_v1,1,0.2875,kmeans_multilingual_embeddings_v1
en_ch19_dlg0008,en,19,CHAPTER XIX,Who are you ? Said the little prince.,37,8,D000299,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,299,align_299_1236,0.9809,fr_ch19_dlg0004,cosine_multilingual_embeddings_v1,2,0.4894,kmeans_multilingual_embeddings_v1
en_ch20_dlg0002,en,20,CHAPTER XX,"Who are you ? He asked, stunned.",32,7,D000300,unknown,unknown,0.0,no_match,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,300,align_300_1243,0.8694,fr_ch20_dlg0004,cosine_multilingual_embeddings_v1,1,0.2809,kmeans_multilingual_embeddings_v1
en_ch20_dlg0003,en,20,CHAPTER XX,said the roses.,15,3,D000301,unknown,unknown,0.0,no_match,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,301,align_301_1244,0.8898,fr_ch20_dlg0005,cosine_multilingual_embeddings_v1,7,0.3732,kmeans_multilingual_embeddings_v1
en_ch20_dlg0004,en,20,CHAPTER XX,"She would be very upset,",24,5,D000302,unknown,unknown,0.0,no_match,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,302,align_302_1240,0.6652,fr_ch20_dlg0000,cosine_multilingual_embeddings_v1,10,0.1052,kmeans_multilingual_embeddings_v1
en_ch20_dlg0005,en,20,CHAPTER XX,if she saw that-she would cough so much and pretend to die to escape ridicule.,78,15,D000303,unknown,unknown,0.0,no_match,sadness,0.5,-1.0,0.45,multilingual_lexicon_character_context_v2,303,align_303_1240,0.8679,fr_ch20_dlg0000,cosine_multilingual_embeddings_v1,10,0.1409,kmeans_multilingual_embeddings_v1
en_ch20_dlg0006,en,20,CHAPTER XX,Then he said to himself again:,30,6,D000304,unknown,unknown,0.0,no_match,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,304,align_304_1245,0.3818,fr_ch20_dlg0006,cosine_multilingual_embeddings_v1,10,0.2827,kmeans_multilingual_embeddings_v1
en_ch21_dlg0002,en,21,CHAPTER XXI,"I am here,",10,3,D000305,fox,fox,0.6,chapter_dominance,love,0.8,0.0,0.67,multilingual_lexicon_character_context_v2,305,align_305_773,0.6706,es_ch21_dlg0004,cosine_multilingual_embeddings_v1,3,0.2825,kmeans_multilingual_embeddings_v1
en_ch21_dlg0003,en,21,CHAPTER XXI,under the apple-tree.,21,3,D000306,fox,fox,0.6,chapter_dominance,love,0.8,0.0,0.57,multilingual_lexicon_character_context_v2,306,align_306_1249,0.6002,fr_ch21_dlg0006,cosine_multilingual_embeddings_v1,0,0.1078,kmeans_multilingual_embeddings_v1
en_ch21_dlg0004,en,21,CHAPTER XXI,"I am a fox,",11,4,D000307,fox,fox,0.65,keyword_rules,love,0.8,0.0,0.67,multilingual_lexicon_character_context_v2,307,align_307_1251,0.785,fr_ch21_dlg0008,cosine_multilingual_embeddings_v1,3,0.2112,kmeans_multilingual_embeddings_v1
en_ch21_dlg0005,en,21,CHAPTER XXI,"Come play with me,",18,4,D000308,fox,fox,0.55,previous_speaker_window,love,0.6667,0.0,0.7167,multilingual_lexicon_character_context_v2,308,align_308_776,0.5946,es_ch21_dlg0007,cosine_multilingual_embeddings_v1,3,0.2706,kmeans_multilingual_embeddings_v1
en_ch21_dlg0006,en,21,CHAPTER XXI,"I cannot play with you,",23,5,D000309,fox,fox,0.55,previous_speaker_window,love,0.6667,0.0,0.6167,multilingual_lexicon_character_context_v2,309,align_309_777,0.8157,es_ch21_dlg0008,cosine_multilingual_embeddings_v1,11,0.1671,kmeans_multilingual_embeddings_v1
en_ch21_dlg0010,en,21,CHAPTER XXI,"You're not from here,",21,4,D000310,fox,fox,0.55,previous_speaker_window,love,0.8,0.0,0.57,multilingual_lexicon_character_context_v2,310,align_310_780,0.7729,es_ch21_dlg0011,cosine_multilingual_embeddings_v1,11,0.2367,kmeans_multilingual_embeddings_v1
en_ch21_dlg0011,en,21,CHAPTER XXI,what are you looking for?,25,5,D000311,fox,fox,0.55,previous_speaker_window,love,0.4444,0.0,0.4278,multilingual_lexicon_character_context_v2,311,align_311_780,0.5798,es_ch21_dlg0011,cosine_multilingual_embeddings_v1,3,0.0985,kmeans_multilingual_embeddings_v1
en_ch21_dlg0012,en,21,CHAPTER XXI,"I am looking for men,",21,5,D000312,fox,fox,0.55,previous_speaker_window,love,0.8,0.0,0.67,multilingual_lexicon_character_context_v2,312,align_312_1257,0.5387,fr_ch21_dlg0014,cosine_multilingual_embeddings_v1,3,0.0623,kmeans_multilingual_embeddings_v1
en_ch21_dlg0015,en,21,CHAPTER XXI,"said the fox,",13,3,D000313,fox,fox,0.65,keyword_rules,love,0.8,0.0,0.57,multilingual_lexicon_character_context_v2,313,align_313_803,0.7294,es_ch21_dlg0038,cosine_multilingual_embeddings_v1,0,0.2032,kmeans_multilingual_embeddings_v1
en_ch21_dlg0016,en,21,CHAPTER XXI,It is very embarrassing! They also breed chickens. That is their only interest. Are you looking for chickens?,109,18,D000314,fox,fox,0.55,previous_speaker_window,love,0.5714,0.0,0.4786,multilingual_lexicon_character_context_v2,314,align_314_782,0.7449,es_ch21_dlg0013,cosine_multilingual_embeddings_v1,0,0.1661,kmeans_multilingual_embeddings_v1
en_ch21_dlg0017,en,21,CHAPTER XXI,said the little prince. I am looking for some friends. What does,64,12,D000315,little_prince,little_prince,0.65,keyword_rules,love,0.5,0.0,0.55,multilingual_lexicon_character_context_v2,315,align_315_1259,0.8525,fr_ch21_dlg0016,cosine_multilingual_embeddings_v1,2,0.3295,kmeans_multilingual_embeddings_v1
en_ch21_dlg0019,en,21,CHAPTER XXI,said the fox. It means,22,5,D000316,fox,fox,0.65,keyword_rules,love,0.8,0.0,0.57,multilingual_lexicon_character_context_v2,316,align_316_803,0.7263,es_ch21_dlg0038,cosine_multilingual_embeddings_v1,6,0.1796,kmeans_multilingual_embeddings_v1
en_ch21_dlg0020,en,21,CHAPTER XXI,- Create links ?,16,4,D000317,fox,fox,0.7,sandwich_propagation,love,0.5714,0.0,0.4786,multilingual_lexicon_character_context_v2,317,align_317_1261,0.7182,fr_ch21_dlg0018,cosine_multilingual_embeddings_v1,4,0.0083,kmeans_multilingual_embeddings_v1
en_ch21_dlg0021,en,21,CHAPTER XXI,"said the fox. You are but a little boy to me, like a hundred thousand little boys. And I do not need you. And you do not need me either. I am only a fox to you like a hundred thousand foxes. But if you tame me, we will need one another. You will be unique in the world for me. I will be for you unique in the world ...",318,71,D000318,fox,fox,0.75,keyword_rules,love,0.9,1.0,0.96,multilingual_lexicon_character_context_v2,318,align_318_1262,0.8605,fr_ch21_dlg0019,cosine_multilingual_embeddings_v1,0,0.233,kmeans_multilingual_embeddings_v1
en_ch21_dlg0022,en,21,CHAPTER XXI,said the little prince. There is a flower ... I think she tamed me ...,70,15,D000319,little_prince,little_prince,0.65,keyword_rules,love,0.75,0.0,0.9,multilingual_lexicon_character_context_v2,319,align_319_1263,0.8637,fr_ch21_dlg0020,cosine_multilingual_embeddings_v1,2,0.3667,kmeans_multilingual_embeddings_v1
en_ch21_dlg0023,en,21,CHAPTER XXI,"said the fox. We see all sorts of things on Earth ... - Oh ! It is not on Earth,",80,20,D000320,fox,fox,0.65,keyword_rules,love,0.8,0.0,0.57,multilingual_lexicon_character_context_v2,320,align_320_1264,0.7472,fr_ch21_dlg0021,cosine_multilingual_embeddings_v1,5,0.3811,kmeans_multilingual_embeddings_v1
en_ch21_dlg0024,en,21,CHAPTER XXI,On another planet,17,3,D000321,fox,fox,0.55,previous_speaker_window,love,0.8,0.0,0.57,multilingual_lexicon_character_context_v2,321,align_321_1266,0.936,fr_ch21_dlg0023,cosine_multilingual_embeddings_v1,5,0.3763,kmeans_multilingual_embeddings_v1
en_ch21_dlg0025,en,21,CHAPTER XXI,There are hunters on this planet?,33,6,D000322,fox,fox,0.55,previous_speaker_window,love,0.5714,0.0,0.4786,multilingual_lexicon_character_context_v2,322,align_322_1267,0.9104,fr_ch21_dlg0025,cosine_multilingual_embeddings_v1,5,0.2162,kmeans_multilingual_embeddings_v1
en_ch21_dlg0026,en,21,CHAPTER XXI,"Nothing is perfect,",19,3,D000323,fox,fox,0.55,previous_speaker_window,love,0.8,0.0,0.57,multilingual_lexicon_character_context_v2,323,align_323_1269,0.7696,fr_ch21_dlg0029,cosine_multilingual_embeddings_v1,11,0.1742,kmeans_multilingual_embeddings_v1
en_ch21_dlg0027,en,21,CHAPTER XXI,"My life is monotonous. I chase chickens, men chase me. All the chickens resemble each other, and all men are alike. So I'm a little bored. But if you tame me, my life will be as sunny. I will experience a footstep that will be different from all the others. The other steps make me go underground. Y ours will call me out of the burrow, like a music. And look! You see, over there, the fields of wheat? I do not eat bread. Wheat for me is useless. The wheat fields do not remind me of anything. And that's sad! But you have golden hair. Then it will be wonderful when you have tamed me! The wheat, which is gilded, will make me remember you. And I will love the sound of the wind in wheat ...",692,138,D000324,fox,fox,0.65,keyword_rules,love,0.5625,0.0,0.825,multilingual_lexicon_character_context_v2,324,align_324_1270,0.878,fr_ch21_dlg0030,cosine_multilingual_embeddings_v1,3,0.2172,kmeans_multilingual_embeddings_v1
